btle,date,press,fluo,depth,fluo_volt,temp,fuco,peri,hex,but,allo,tchlb,zea,dvchla,chla,tchla,phytinea,profile,ze,wdp,micro,nano,pico,amicro,anano,apico,microfluo,nanofluo,picofluo,optical_layer,ratio
11,2013-12-13,4.57,0.359,5,1.4996,14.5644,0.0586,0.0177,0.1979,0.0561,0.0753,0.0694,0.0795,0,0.9637,0.9736,0.0067,23,50.952731638146524,0.915941,0.117583992855435,0.7833375730532863,0.18334259521082688,0.017721953216303425,0.08381587455382672,0.13018025493024166,0.0020288052246324024,0.06392280208916613,0.023237481519416844,1.1962564063300076,0.36873459326211994
1,2013-12-14,202.075,0.1702,202,1.1972,13.3962,5e-4,0,7e-4,4e-4,0,0,0,0,0.0027,0.0027,0,24,48.21250763424485,0.0019720000000000002,0.39553752535496955,0.7429006085192698,0,0.44908438417998714,0.01329486849598697,0.007734407040671829,4.796002601841039e-4,2.666726791880145e-5,0,9.37940069880633,63.03703703703703
2,2013-12-14,150.17,0.1691,150,1.1945,13.4652,0.0013,0,0.0022,0.001,2e-4,9e-4,0,0,0.0061,0.0061,0,24,48.21250763424485,0.007093,0.2859156915268574,0.747497532778796,0.08755110672494007,0.19155016941577932,0.02160077871935417,0.01627913204444024,3.340799148186554e-4,9.849382567278959e-5,8.694061764774295e-6,7.222327251588858,27.721311475409834
3,2013-12-14,79.75,0.1888,80,1.2382,13.6274,0.0093,0,0.016,0.0124,5e-4,0.0129,0.0027,0.0077,0.053,0.0607,0,24,48.21250763424485,0.060454,0.2399841201574751,0.6485592351209184,0.21467562113342376,0.06083373533446353,0.041516327938804526,0.04433164554117466,8.861672183231299e-4,0.0016343959321063308,5.776772590247996e-4,4.3185745341807245,3.110378912685338
4,2013-12-14,70.428,0.1935,70,1.248,13.6401,0.0135,0,0.0186,0.0142,9e-4,0.0155,0.004,0.0104,0.0707,0.0811,0,24,48.21250763424485,0.077431,0.2719840890599372,0.6055714119667833,0.21612790742725782,0.05163948524855913,0.04557792824559505,0.051152693885101366,0.0011390590985786125,0.0022384159883748846,8.966030522498432e-4,3.903752717408134,2.3859432799013565
5,2013-12-14,60.762,0.2237,61,1.3062,13.8001,0.0371,0.0018,0.0416,0.03,0.002,0.0355,0.0121,0.0277,0.1835,0.2112,0.0029,24,48.21250763424485,0.18909,0.3148342059336824,0.5447987730710243,0.22616743349727642,0.04455901510067134,0.0495720252500235,0.058184553023239736,0.002962861891209121,0.0057038316265621445,0.0027792760567867314,3.5304130823128026,1.0591856060606062
6,2013-12-14,50.824,0.2531,51,1.3561,13.882,0.0592,0.0039,0.0654,0.0451,0.0028,0.0637,0.0205,0.0499,0.2937,0.3435,0.0037,24,48.21250763424485,0.30353800000000003,0.31607245221356134,0.5211736257074896,0.24678293986255426,0.037824483246516605,0.05442172566814581,0.06713706638466388,0.004106637709075703,0.009742748236759849,0.0056912050786491804,3.115591265540212,0.7368267831149926
7,2013-12-14,40.698,0.3231,41,1.4561,14.0246,0.0706,0.0067,0.1285,0.0739,0.0175,0.1293,0.0376,0.0935,0.5458,0.6393,0.0058,24,48.21250763424485,0.565591,0.2056256199267669,0.6248561239482242,0.25812468727401955,0.03210779074972104,0.05974587904692306,0.07746705007664922,0.004220776472465619,0.02386671737312725,0.012783543857396018,2.7007694487676215,0.5053965274519006
8,2013-12-14,30.071,0.3973,30,1.5416,14.1499,0.0795,0.0099,0.1923,0.0742,0.0329,0.1209,0.0798,0.1191,0.7704,0.8895,0.0077,24,48.21250763424485,0.7860269999999999,0.1693682278089684,0.6666145056085859,0.2594300195794801,0.026812146675099142,0.0662059720775806,0.09067491190434356,0.0040393313689598845,0.03925706966622827,0.02092441491484786,2.2444654503177714,0.4466554243957279
9,2013-12-14,19.888,0.4302,20,1.5748,14.1648,0.0823,0.0164,0.2353,0.0706,0.0432,0.1159,0.0931,0.112,0.8927,1.0162,0.0081,24,48.21250763424485,0.9069360000000002,0.15819859394709215,0.6998013090229078,0.24318364250619667,0.02275982964219857,0.07268299472992187,0.10462652480141885,0.0036589023312466763,0.05168764606436685,0.025855643446318338,1.8296436335451811,0.42334186183822087
10,2013-12-14,10.53,0.2836,11,1.4024,14.798,0.0419,0.013,0.1638,0.0473,0.033,0.0731,0.0824,0.0831,0.6199,0.7029,0.0054,24,48.21250763424485,0.642289,0.1203881741708172,0.7068220069158899,0.27224971936309045,0.019639149922466178,0.07905237005473661,0.11900932517101583,0.001661881513067009,0.039275208666557856,0.022774139506180142,1.4563039984498496,0.4034713330487979
11,2013-12-14,5.712,0.2472,6,1.3465,15.1838,0.0246,0.0057,0.1137,0.0378,0.0259,0.0313,0.062,0.0546,0.4379,0.4924,0.0035,24,48.21250763424485,0.449057,0.0971368890808962,0.7450345947173744,0.25657544587880826,0.018094283717177844,0.08282905723836126,0.12783751549638359,8.654532847455885e-4,0.03038625664571527,0.016150704015969058,1.2488930900635544,0.5020308692120228
2,2014-01-23,199.516,0.1785,200,1.216,13.4746,0,0,0,0,0,0,0,0,0.0015,0.0015,0,25,49.31582194693121,0,NaN,NaN,NaN,0.4038814015210664,0.014123059407841119,0.008485334333238911,NaN,NaN,NaN,9.11082497196191,118.99999999999999
3,2014-01-23,151.482,0.1744,151,1.2067,13.5302,6e-4,0,0.0022,9e-4,0,0,0,0,0.0035,0.0035,0,25,49.31582194693121,0.004318000000000001,0.21676702176933763,0.9819360815192218,0,0.1842291731959685,0.02208562731685844,0.016842753296575644,1.397718321885115e-4,7.59033602089345e-5,0,7.123672853831241,49.82857142857143
4,2014-01-23,80.413,0.1917,80,1.2442,13.6811,0.0085,0,0.0191,0.013,5e-4,0.0164,0.0021,0.008,0.0536,0.0617,0.0012,25,49.31582194693121,0.064799,0.20463278754301767,0.6867544252226115,0.22356826494236023,0.059075560478734225,0.042215698362584375,0.0454818638038481,7.458787512337008e-4,0.0017887951498914917,6.27384194959114e-4,4.244329988784764,3.1069692058346843
5,2014-01-23,70.119,0.2285,70,1.3147,13.6573,0.0294,0,0.0402,0.019,0.0045,0.0503,0.0157,0.0293,0.2027,0.2319,0.0025,25,49.31582194693121,0.190282,0.2410317318506217,0.5343752956138783,0.3069864727089267,0.0503312075744592,0.046249042306197405,0.05231212489609939,0.0028132758638379864,0.005731256757216634,0.0037241086993386957,3.8387887401866685,0.9853385079775766
6,2014-01-23,59.243,0.2915,59,1.4137,13.5025,0.0571,0,0.0888,0.0299,0.0142,0.0969,0.0343,0.0573,0.4544,0.5117,0.0055,25,49.31582194693121,0.405844,0.21948334828160576,0.5734863642187639,0.2923635682676102,0.042199742408764014,0.051132189137743,0.061015880092583206,0.004739437427146213,0.015004892896520064,0.009128124411398953,3.3926933667287633,0.5696697283564588
7,2014-01-23,50.266,0.3162,50,1.4471,13.5085,0.0646,0,0.1154,0.0358,0.022,0.1087,0.0388,0.0638,0.5694,0.6332,0.0065,25,49.31582194693121,0.505731,0.199267990295236,0.6255697198708403,0.26415426382800344,0.036533926414614525,0.05550860027134436,0.06920390113244682,0.004609722654069142,0.02198755309743636,0.01157521611911501,3.0277062429904773,0.4993682880606443
9,2014-01-23,28.449,0.3407,28,1.4779,13.5668,0.0619,0,0.1485,0.043,0.0278,0.1131,0.0466,0.0725,0.6387,0.7113,0.0077,25,49.31582194693121,0.588589,0.16406015063142532,0.6821992935647794,0.2521368900879901,0.02568273371807442,0.06784901721512958,0.09414811179171861,0.0029970719124251316,0.03292362416248762,0.016884990277271725,2.1355154960746674,0.47898214536763667
10,2014-01-23,20.447,0.3627,20,1.5038,13.5547,0.0584,0,0.1498,0.0426,0.0317,0.118,0.0514,0.0731,0.6585,0.7315,0.0083,25,49.31582194693121,0.613526,0.1484924844260879,0.68751772541017,0.25921313848149874,0.02259356946344909,0.07298717831504008,0.10529867361205796,0.002454164403919614,0.03670665450629077,0.01996614595488936,1.811082497196191,0.4958304853041695
11,2014-01-23,10.221,0.3628,10,1.5039,13.5517,0.0629,0,0.1525,0.043,0.0338,0.1126,0.0512,0,0.7435,0.7435,0.0069,25,49.31582194693121,0.6300300000000001,0.15574496452549877,0.6926257479802548,0.24602955414821515,0.01924927373176882,0.07996047036128234,0.12111195330833235,0.002228996237417739,0.041177023020773695,0.0221541586266673,1.4055412485980954,0.48796234028244784
12,2014-01-23,5.01,0.3715,5,1.5138,13.5414,0.0612,0,0.1505,0.0417,0.0369,0.112,0.0523,0.0745,0.6855,0.76,0.0072,25,49.31582194693121,0.639939,0.14918921959749287,0.6983618751162219,0.24416858481824047,0.017767613491997417,0.0836931132390732,0.12988800982327314,0.0020145596571455445,0.044420540416924635,0.0241030743729888,1.2027706242990477,0.4888157894736842
2,2014-02-12,200.25,0.1677,200,1.1915,13.6924,0,0,0.0012,0,0,0,0,0,0.0015,0.0015,0,26,48.53444798762104,0.001344,0,1.3482142857142856,0,0.42526013916379185,0.0137141477444393,0.00811154690000764,0,2.7734414858174116e-5,0,9.241404131391725,111.79999999999998
3,2014-02-12,149.674,0.1804,150,1.2201,13.5632,9e-4,0,0.0026,0.0012,0,0,0,0,0.0057,0.0057,0,26,48.53444798762104,0.00554,0.2534296028880867,0.9296028880866426,0,0.1884525288956023,0.02180231672703767,0.01651260308246508,2.722288624992286e-4,1.1552473059967343e-4,0,7.181053098543794,31.649122807017545
4,2014-02-12,81.489,0.2748,81,1.3896,13.2692,0.0422,0.0028,0.0723,0.0384,0.0111,0.0895,0.0249,0,0.4288,0.4288,0,26,48.53444798762104,0.341186,0.20050060670719197,0.5909415978381294,0.2912018664306273,0.06129671969059938,0.04133741518390101,0.04403904637119168,0.005269964644079568,0.010474725619272098,0.0054990394716209244,4.337768673213649,0.6408582089552238
5,2014-02-12,71.153,0.3172,71,1.4484,13.2791,0.0538,0.0055,0.1006,0.0511,0.0188,0.1125,0.0334,0,0.5959,0.5959,0.0053,26,48.53444798762104,0.472081,0.18850154952222184,0.6233421806850943,0.271264888864411,0.05208908064124842,0.04535342408796246,0.05076685710503202,0.005851066071540317,0.01684651148419848,0.00820629732036774,3.925698466644062,0.5323040778654137
6,2014-02-12,60.057,0.347,60,1.4855,13.2813,0.0627,0.0113,0.1269,0.0588,0.0302,0.1301,0.0427,0,0.7663,0.7663,0.0063,26,48.53444798762104,0.609518,0.17753044208702617,0.6506042479467382,0.2530622557496251,0.043549893443268636,0.0502231006508133,0.059360409266115785,0.005924596215793742,0.025039130382200944,0.011511265932187154,3.4724212394175176,0.45282526425681846
7,2014-02-12,50.383,0.3636,50,1.5048,13.2805,0.062,0.0141,0.1273,0.0571,0.0338,0.1306,0.044,0,0.7856,0.7856,0.0061,26,48.53444798762104,0.6293040000000001,0.17430685328553447,0.6558118174999681,0.24877324790562264,0.03700808008869835,0.05510237088350536,0.06842885264837247,0.0050677186165158815,0.028389059079768745,0.01337347928093012,3.0603510328479313,0.46283095723014256
8,2014-02-12,40.311,0.3706,40,1.5127,13.3071,0.0627,0.0147,0.1358,0.0602,0.0359,0.1281,0.0455,0,0.8083,0.8083,0.0064,26,48.53444798762104,0.65425,0.17017348108521207,0.6706641192204815,0.24011310661062282,0.03144894013657354,0.060455671546320804,0.07888267504660804,0.004325840233226625,0.03277288700018559,0.015309819673112388,2.648280826278345,0.4584931337374737
10,2014-02-12,20.368,0.3497,20,1.4887,13.4254,0.0548,0.011,0.126,0.0571,0.028,0.0998,0.0457,0,0.6871,0.6871,0.0055,26,48.53444798762104,0.567239,0.16854976473761502,0.6750276338545127,0.24305275201458287,0.022710407707476458,0.07277305014535053,0.10482536255120943,0.002630104656330476,0.03375297661755514,0.017505997596546422,1.8241404131391725,0.5089506622034639
12,2014-02-12,5.438,0.2833,5,1.4021,13.4814,0.0506,0.0071,0.1199,0.0593,0.031,0.093,0.047,0,0.6662,0.6662,0.0045,26,48.53444798762104,0.564182,0.15149012198191364,0.691860073522374,0.23953263308648626,0.017790539518879066,0.08363166133915205,0.12974180349264627,0.0017954696254251716,0.03854726958516666,0.020703761089943103,1.2060351032847931,0.42524767337135994
1,2014-03-12,202.253,0.1735,202,1.2047,13.4519,0.0018,0,0.0034,0.0011,2e-4,0.0012,5e-4,0,0.0083,0.0083,0,27,37.10785665480107,0.010281000000000002,0.2731251823752553,0.7018772492948155,0.15397334889602174,1.2092049319606062,0.007562221388068855,0.003256171076888789,0.0027411938358376294,4.405433451525437e-5,4.161317591881539e-6,11.886964556313918,20.903614457831324
2,2014-03-12,149.968,0.1752,150,1.2086,13.5466,0.0015,0,0.0021,0.0011,3e-4,0.001,2e-4,0,0.0071,0.0071,0,27,37.10785665480107,0.008246,0.2837739510065486,0.6952461799660442,0.12030075187969926,0.39968436644667427,0.014207346692159277,0.008563107323051839,8.05282083937066e-4,7.013098495775637e-5,7.314052570666834e-6,9.084379621025187,24.676056338028168
3,2014-03-12,81.309,0.2771,81,1.3931,13.2797,0.1085,0.0144,0.1209,0.0271,0.0192,0.0698,0.0252,0,0.6039,0.6039,0.009,27,37.10785665480107,0.5239320000000001,0.34834291472939233,0.5770996999610636,0.16455188841300014,0.09199313879551207,0.032802647511454425,0.030891461998364025,0.019352070978482752,0.011432067374416804,0.003069773713391449,5.365564995353601,0.4588508031130982
4,2014-03-12,69.983,0.3275,70,1.4617,13.2861,0.0968,0.0167,0.2128,0.0381,0.0303,0.0831,0.0341,0,0.7834,0.7834,0.011,27,37.10785665480107,0.69784,0.23840995070503265,0.7245643700561734,0.15595265390347354,0.07278659347776074,0.037483624609962296,0.03790256280922196,0.013594377930910017,0.021276594721392733,0.004630681520559643,4.772710489811754,0.4180495276997703
5,2014-03-12,60.502,0.3614,61,1.5024,13.3699,0.1059,0.0228,0.4455,0.074,0.0511,0.0849,0.0686,0,1.2696,1.2696,0.0104,27,37.10785665480107,1.168067,0.15939154175231385,0.8505205608924831,0.13883364567272255,0.06009509076152754,0.04180623404336234,0.04480719526805584,0.012161052983978597,0.04514324544210001,0.007897859466212296,4.287647712550243,0.28465658475110267
6,2014-03-12,50.555,0.4317,51,1.5763,13.3912,0.1098,0.0248,0.4573,0.0752,0.0553,0.0939,0.0748,0,1.3185,1.3185,0.0109,27,37.10785665480107,1.2261630000000003,0.1583019549603111,0.8421939008109034,0.14495544230253232,0.048571417109670674,0.047196209767591896,0.05396378563967884,0.010137880948997233,0.05240821267009691,0.010313761112125092,3.7486890711485636,0.3274175199089875
7,2014-03-12,40.359,0.444,40,1.5879,13.3979,0.1075,0.0244,0.4699,0.0753,0.0546,0.084,0.0728,0,1.3072,1.3072,0.0104,27,37.10785665480107,1.22321,0.15545000449636615,0.8571177475658309,0.13725198453250056,0.03843056164937408,0.05393116544399959,0.06621136205012368,0.007809253298615589,0.06042578934880195,0.011879364106021032,3.1558345656067166,0.33965728274173806
8,2014-03-12,30.07,0.5052,30,1.6421,13.4183,0.1134,0.0279,0.5397,0.0836,0.0634,0.0925,0.0866,0,1.4545,1.4545,0.0114,27,37.10785665480107,1.391219,0.1456075571135817,0.8658155186207204,0.13987086145315725,0.031061220075994347,0.06088437898198672,0.07974200855931128,0.006578337513230719,0.07667344411881336,0.016222887100674446,2.6168759242050372,0.34733585424544516
9,2014-03-12,20.015,0.5561,20,1.6825,13.4351,0.1093,0.0401,0.5983,0.0885,0.086,0.0801,0.1118,0,1.6104,1.6104,0.0128,27,37.10785665480107,1.6046529999999999,0.12924912738143388,0.8765153587722704,0.13964826040271636,0.02510500370543161,0.06873405337163205,0.09603771516223315,0.005225425633082601,0.09702088863734297,0.021597879367228658,2.0779172828033583,0.3453179334326875
10,2014-03-12,10.209,0.3635,10,1.5047,13.5102,0.0936,0.0301,0.5224,0.0793,0.0748,0.072,0.1154,0,1.4463,1.4463,0.0098,27,37.10785665480107,1.422656,0.12210119663502632,0.8637014148184804,0.1574055850465608,0.02029093543356438,0.07759576712266571,0.11566353670063474,0.0035832769453193426,0.0969304096560322,0.02633146314057797,1.5389586414016792,0.2513309825070871
11,2014-03-12,4.562,0.319,5,1.4508,13.5235,0.094,0.0271,0.5071,0.0788,0.0745,0.0712,0.1126,0,1.4034,1.4034,0.0086,27,37.10785665480107,1.396654,0.1228450281887998,0.86184337709984,0.15691359492043128,0.018242021300021987,0.08244628069200888,0.12693278009402623,0.003144937470661437,0.09971968302862631,0.027952189800966015,1.2694793207008397,0.22730511614650137
12,2014-03-12,5.062,0.3219,5,1.4546,13.5204,0.0743,0.019,0.407,0.0639,0.0616,0.0759,0.0941,0,1.1702,1.1702,0.0067,27,37.10785665480107,1.144548,0.11654207599856015,0.8522386129721078,0.1699028786909767,0.018242021300021987,0.08244628069200888,0.12693278009402623,0.0024878019408825255,0.08222282034573039,0.02523681959266944,1.2694793207008397,0.2750811827038114
2,2014-03-12,200.551,0.1769,201,1.2123,13.4536,0.0012,0,0.0017,0.0011,0,0,0,0,0.0055,0.0055,0,27,37.10785665480107,0.0048980000000000004,0.3821968150265414,0.7531645569620252,0,1.1837339070058452,0.00765448532790014,0.0033172841923240024,0.00248830631003107,3.170797877918127e-5,0,11.83306869217375,32.163636363636364
3,2014-03-12,150.385,0.1809,150,1.2212,13.5714,5e-4,0,0.0011,5e-4,0,0,0,0,0.0038,0.0038,0,27,37.10785665480107,0.0025220000000000004,0.30927835051546393,0.8608247422680412,0,0.39968436644667427,0.014207346692159277,0.008563107323051839,4.6973214200949346e-4,4.6474135107444725e-5,0,9.084379621025187,47.60526315789474
4,2014-03-12,79.989,0.2973,80,1.4218,13.2146,0.0641,0,0.1194,0.0266,0.0121,0.0737,0.0219,0.0199,0.4709,0.4908,0.0068,27,37.10785665480107,0.402858,0.24821649315639757,0.6590560445616074,0.20831657804983394,0.0900553700418501,0.03320286080077689,0.031471245258668755,0.010970964371941323,0.010739953629555926,0.003217676024129341,5.311669131213433,0.6057457212713936
5,2014-03-12,70.061,0.2983,70,1.4232,13.3998,0.0336,0.0159,0.1003,0.0209,0.0151,0.0548,0.0194,0,0.3929,0.3929,0.004,27,37.10785665480107,0.340284,0.19702366258772083,0.7207244536916223,0.19720586333768264,0.07278659347776074,0.037483624609962296,0.03790256280922196,0.0056344536569454436,0.010614336857186053,0.00293677333448867,4.772710489811754,0.7592262662255026
6,2014-03-12,60.164,0.3372,60,1.4736,13.3907,0.0619,0.0187,0.1952,0.0338,0.0231,0.0882,0.0396,0,0.6939,0.698,0.0066,27,37.10785665480107,0.598402,0.19011968542885885,0.7354721408016685,0.20162699990975966,0.05882923125666793,0.042316296849568336,0.045648154551854066,0.0078068472684964295,0.021723475289456142,0.006424322516687747,4.2337518484100745,0.4830945558739255
7,2014-03-12,49.46,0.4289,49,1.5736,13.4137,0.0738,0.0171,0.323,0.0524,0.0412,0.1068,0.0537,0,0.9777,0.9777,0.008,27,37.10785665480107,0.898607,0.14562539575142414,0.8223149830793661,0.17224326095834996,0.046546725072687305,0.04835488310628196,0.05600842216915304,0.00662722726835279,0.038876231212448334,0.009431943541502166,3.640897342868228,0.4386826224813337
8,2014-03-12,39.83,0.4521,40,1.5955,13.4181,0.078,0.0177,0.3421,0.0589,0.0411,0.0921,0.0633,0,1.0241,1.0241,0.0079,27,37.10785665480107,0.937606,0.14714496280953834,0.82543093794195,0.1697216101432798,0.03843056164937408,0.05393116544399959,0.06621136205012368,0.005791145776554808,0.045589298981432574,0.011508322702270575,3.1558345656067166,0.4414607948442535
9,2014-03-12,29.947,0.5072,30,1.6437,13.4108,0.0802,0.0207,0.382,0.0646,0.0504,0.1037,0.0781,0,1.1556,1.1556,0.0081,27,37.10785665480107,1.0692920000000001,0.13481443796455972,0.8273062923878602,0.17720510393793273,0.031061220075994347,0.06088437898198672,0.07974200855931128,0.004839076071285895,0.05820760648301709,0.016329426421341962,2.6168759242050372,0.4389061959155417
10,2014-03-12,19.446,0.5491,19,1.6771,13.4343,0.0884,0.0279,0.4287,0.0699,0.0602,0.1063,0.0838,0,1.287,1.287,0.0104,27,37.10785665480107,1.2038590000000002,0.1358730549009477,0.8369709409490644,0.16603688637955108,0.024576185008973277,0.0695726528041541,0.09784018924429264,0.004297603598119355,0.07494238153349646,0.020907418455377098,2.0240214186631906,0.4266511266511267
11,2014-03-12,10.115,0.4284,10,1.573,13.5166,0.0785,0.0232,0.4122,0.0654,0.063,0.0876,0.0899,0,1.2136,1.2136,0.0079,27,37.10785665480107,1.170769,0.1228286707283845,0.8469048975502427,0.16757618283367598,0.02029093543356438,0.07759576712266571,0.11566353670063474,0.0030246657498973336,0.07975322304521724,0.02352254614203955,1.5389586414016792,0.35299934080421885
12,2014-03-12,5.418,0.3479,5,1.4866,13.5485,0.0743,0.019,0.407,0.0639,0.0616,0.0759,0.0941,0,1.1702,1.1702,0.0067,27,37.10785665480107,1.144548,0.11654207599856015,0.8522386129721078,0.1699028786909767,0.018242021300021987,0.08244628069200888,0.12693278009402623,0.0024878019408825255,0.08222282034573039,0.02523681959266944,1.2694793207008397,0.2972996069048026
1,2014-03-13,200.429,0.1707,200,1.1982,13.4579,0.001,0,0.0013,8e-4,0,0,2e-4,0,0.0048,0.0048,0,28,47.830477337471656,0.0041340000000000005,0.3773584905660377,0.6722302854378326,0.07305273343009192,0.4461318143410019,0.013344916810223886,0.0077790964389799,8.080878146553995e-4,4.306011473510848e-5,2.727764440722124e-6,9.36270140767825,35.5625
2,2014-03-13,150.336,0.1755,150,1.2092,13.5961,0.0013,0,0.0013,5e-4,0,9e-4,3e-4,0,0.0056,0.0056,0,28,47.830477337471656,0.0050680000000000005,0.4001578531965272,0.4879636937647987,0.2119179163378058,0.19534772503739364,0.021360574531649388,0.016002382454631363,4.37751587155618e-4,5.8369835156650755e-5,1.8990672658866385e-5,7.272026055758688,31.33928571428571
3,2014-03-13,80.094,0.1875,80,1.2355,13.6156,0.0088,0,0.0076,0.0056,5e-4,0.0094,0.0021,0,0.0475,0.0475,0.0012,28,47.830477337471656,0.040008999999999996,0.34312279737059165,0.48958984228548585,0.24137069159439126,0.06147401611755822,0.04126946244624492,0.04392809117238208,0.0010019239778534172,9.59742706487532e-4,5.036403029682185e-4,4.3450805630713,3.9473684210526314
4,2014-03-13,69.745,0.196,70,1.2531,13.4969,0.0137,7e-4,0.0131,0.0087,9e-4,0.0156,0.0034,0,0.0766,0.0766,0,28,47.830477337471656,0.06578,0.3346913955609608,0.5012921860747948,0.24168440255396773,0.052114745268744746,0.04534070031587592,0.050745020246443596,0.001336084532664792,0.0017410367105102804,9.394438404051649e-4,3.9269454926873877,2.558746736292428
5,2014-03-13,60.097,0.1919,60,1.2447,13.7901,0.0159,0.0014,0.0142,0.0095,0.0012,0.0138,0.0034,0,0.0836,0.0836,0,28,47.830477337471656,0.07210200000000001,0.3618762308951208,0.511664031510915,0.2032675931319519,0.04418040085802079,0.04981356633398855,0.0586198264273984,0.0013365831683458597,0.0021307809305785835,9.961367219165607e-4,3.508810422303475,2.2954545454545454
6,2014-03-13,49.636,0.2178,50,1.2953,13.6097,0.0184,0.0034,0.0289,0.0132,0.0048,0.0307,0.0091,0,0.1681,0.1681,0.002,28,47.830477337471656,0.135628,0.23470079924499365,0.5909030583655291,0.2574984516471525,0.037454041268163686,0.05472768116997577,0.06771667512772633,0.0014776819440016822,0.005436144577757559,0.0029311494452415143,3.0906753519195624,1.2956573468173707
7,2014-03-13,40.006,0.4039,40,1.5486,13.6691,0.0588,0.0113,0.2249,0.0549,0.0238,0.1081,0.0408,0,0.7669,0.7669,0,28,47.830477337471656,0.660447,0.1546286075945534,0.7719574772843241,0.20621942411730235,0.03175175372051054,0.06012657407744977,0.07822520757602901,0.003765271527849437,0.03559578500961243,0.012371291260995423,2.67254028153565,0.526665797366019
8,2014-03-13,30.018,0.405,30,1.5496,13.6939,0.0576,0.0088,0.2315,0.0577,0.0319,0.0952,0.0587,0,0.8182,0.8182,0.0055,28,47.830477337471656,0.7235309999999999,0.13538051583138805,0.7761091093539877,0.2132942472402703,0.02691762571386156,0.06605806847658655,0.09036449425153996,0.002981620664663649,0.041947697442983004,0.015770172350275023,2.254405211151737,0.49498900024443904
9,2014-03-13,19.951,0.3794,20,1.5224,13.6983,0.052,0.0068,0.2193,0.054,0.0332,0.0801,0.0632,0,0.787,0.787,0.0053,28,47.830477337471656,0.6981330000000001,0.12515666785555185,0.7814886275251277,0.21586287999564555,0.02281948204969545,0.07257470557421918,0.10438760182771152,0.002247680134061686,0.044635733650110344,0.017733792384332026,1.836270140767825,0.4820838627700127
10,2014-03-13,9.936,0.3107,10,1.4399,13.7236,0.0521,0.0099,0.2346,0.0562,0.0351,0.0744,0.0707,0,0.8088,0.8088,0.0051,28,47.830477337471656,0.737033,0.12263222949311632,0.7870068233037054,0.21449921509620326,0.019345270885025245,0.07973420977410887,0.12058686883156149,0.0019187596715723883,0.05075330574522013,0.02092024991291746,1.4181350703839124,0.3841493570722057
11,2014-03-13,4.425,0.2815,4,1.3994,13.7919,0.0462,0.0063,0.2278,0.0528,0.0334,0.0654,0.0672,0,0.7559,0.7559,0.0043,28,47.830477337471656,0.693778,0.11223763221088012,0.8045138358379771,0.21130390413071617,0.017520086054060614,0.08436461743211392,0.13148937988425538,0.0014864115676805167,0.051304824246163026,0.021002091384948008,1.167254028153565,0.3724037571107289
1,2014-03-14,200.013,0.1774,200,1.2134,13.4584,8e-4,0,8e-4,5e-4,0,0,0,0,0.0031,0.0031,0,29,38.614150674590746,0.002654,0.4702336096458177,0.6473247927656368,0,0.9814642133074862,0.00851670244343204,0.003907158960743186,0.0014307041252614931,1.7090525197147837e-5,0,11.358689578098202,57.225806451612904
2,2014-03-14,150.007,0.1729,150,1.2034,13.5566,7e-4,0,8e-4,4e-4,0,0,0,0,0.0034,0.0034,0,29,38.614150674590746,0.002396,0.4557595993322204,0.6744574290484141,0,0.3528716868735343,0.015252099581634088,0.009547366394334502,5.468038393255668e-4,3.497543236282569e-5,0,8.769017183573652,50.85294117647059
3,2014-03-14,79.521,0.1865,80,1.2333,13.4538,0.0121,0,0.0061,0.0042,4e-4,0.005,0.0014,0,0.0437,0.0437,0.0016,29,38.614150674590746,0.037476,0.5036823567082933,0.41132991781406764,0.14846835307930406,0.0842667212735188,0.034483477292889135,0.033351479327531165,0.0018547879753486422,6.198445529921555e-4,2.1638663341219325e-4,5.1434758312392805,4.267734553775743
4,2014-03-14,69.987,0.186,70,1.2322,13.4259,0.0112,0,0.0065,0.0041,4e-4,0.0053,0.0015,0,0.042,0.042,0.0016,29,38.614150674590746,0.03677600000000001,0.47509245159886876,0.4328094409397432,0.16102893191211656,0.06867593253025478,0.038745626260454344,0.039876736071282545,0.0013703515203687643,7.043178593071942e-4,2.6969494514339997e-4,4.625541352334371,4.428571428571428
5,2014-03-14,59.642,0.1829,60,1.2256,13.4214,0.0133,6e-4,0.0086,0.0045,0.001,0.0053,0.002,0,0.0527,0.0527,0.0018,29,38.614150674590746,0.046999,0.45320113193897743,0.4760952360688525,0.1420668524862231,0.05596970711120158,0.04353457574953955,0.04767866708647244,0.0013367636743206214,0.0010922920370520313,3.5696651522770784e-4,4.107606873429461,3.470588235294118
6,2014-03-14,50.103,0.2101,50,1.2809,13.5276,0.0203,0.0046,0.0216,0.0077,0.0065,0.0152,0.0061,0,0.1362,0.1362,0.0028,29,38.614150674590746,0.11884499999999999,0.3020741301695486,0.6030543985863941,0.16575371281921833,0.04561435132655296,0.04891543816977324,0.057007055218337405,0.0018766882911295118,0.004017718874029919,0.0012869716502806941,3.5896723945245506,1.5425844346549193
7,2014-03-14,39.514,0.3535,40,1.4931,13.2936,0.0847,0.0146,0.188,0.0281,0.031,0.0797,0.0452,0,0.7345,0.7345,0.0112,29,38.614150674590746,0.6568309999999999,0.22161560584077183,0.7023754968934172,0.18763578454731888,0.03717491397280845,0.054961373807948875,0.06816055362396267,0.00605120842484837,0.028354287084033508,0.009393784152015493,3.0717379156196403,0.4812797821647379
